line_count,file_name
11670,data-bin/wmt19-bpe10000-sentencepiece/gu-en/en-gu/train.en-gu.en
11670,data-bin/wmt19-bpe10000-sentencepiece/gu-en/en-gu/train.en-gu.gu
11670,data-bin/wmt19-bpe10000-sentencepiece/gu-en/gu-en/train.gu-en.en
11670,data-bin/wmt19-bpe10000-sentencepiece/gu-en/gu-en/train.gu-en.gu
11670,data-bin/wmt19-bpe1000-sentencepiece/gu-en/en-gu/train.en-gu.en
11670,data-bin/wmt19-bpe1000-sentencepiece/gu-en/en-gu/train.en-gu.gu
11670,data-bin/wmt19-bpe1000-sentencepiece/gu-en/gu-en/train.gu-en.en
11670,data-bin/wmt19-bpe1000-sentencepiece/gu-en/gu-en/train.gu-en.gu
11670,data-bin/wmt19-bpe2500-sentencepiece/gu-en/en-gu/train.en-gu.en
11670,data-bin/wmt19-bpe2500-sentencepiece/gu-en/en-gu/train.en-gu.gu
11670,data-bin/wmt19-bpe2500-sentencepiece/gu-en/gu-en/train.gu-en.en
11670,data-bin/wmt19-bpe2500-sentencepiece/gu-en/gu-en/train.gu-en.gu
11670,data-bin/wmt19-bpe7500-sentencepiece/gu-en/en-gu/train.en-gu.en
11670,data-bin/wmt19-bpe7500-sentencepiece/gu-en/en-gu/train.en-gu.gu
11670,data-bin/wmt19-bpe7500-sentencepiece/gu-en/gu-en/train.gu-en.en
11670,data-bin/wmt19-bpe7500-sentencepiece/gu-en/gu-en/train.gu-en.gu
11670,data-bin/wmt19-sentencepiece/gu-en/en-gu/train.en-gu.en
11670,data-bin/wmt19-sentencepiece/gu-en/en-gu/train.en-gu.gu
11671,data-bin/wmt19-bpe10000-subword-nmt/gu-en/en-gu/train.en-gu.en
11671,data-bin/wmt19-bpe10000-subword-nmt/gu-en/en-gu/train.en-gu.gu
11671,data-bin/wmt19-bpe10000-subword-nmt/gu-en/gu-en/train.gu-en.en
11671,data-bin/wmt19-bpe10000-subword-nmt/gu-en/gu-en/train.gu-en.gu
11671,data-bin/wmt19-bpe1000-subword-nmt/gu-en/en-gu/train.en-gu.en
11671,data-bin/wmt19-bpe1000-subword-nmt/gu-en/en-gu/train.en-gu.gu
11671,data-bin/wmt19-bpe1000-subword-nmt/gu-en/gu-en/train.gu-en.en
11671,data-bin/wmt19-bpe1000-subword-nmt/gu-en/gu-en/train.gu-en.gu
11671,data-bin/wmt19-bpe2500-subword-nmt/gu-en/en-gu/train.en-gu.en
11671,data-bin/wmt19-bpe2500-subword-nmt/gu-en/en-gu/train.en-gu.gu
11671,data-bin/wmt19-bpe2500-subword-nmt/gu-en/gu-en/train.gu-en.en
11671,data-bin/wmt19-bpe2500-subword-nmt/gu-en/gu-en/train.gu-en.gu
11671,data-bin/wmt19-bpe7500-subword-nmt/gu-en/en-gu/train.en-gu.en
11671,data-bin/wmt19-bpe7500-subword-nmt/gu-en/en-gu/train.en-gu.gu
11671,data-bin/wmt19-bpe7500-subword-nmt/gu-en/gu-en/train.gu-en.en
11671,data-bin/wmt19-bpe7500-subword-nmt/gu-en/gu-en/train.gu-en.gu
11671,data-bin/wmt19-lmvr-tuned/gu-en/en-gu/train.en-gu.en
11671,data-bin/wmt19-lmvr-tuned/gu-en/en-gu/train.en-gu.gu
11671,data-bin/wmt19-lmvr-tuned/gu-en/gu-en/train.gu-en.en
11671,data-bin/wmt19-lmvr-tuned/gu-en/gu-en/train.gu-en.gu
11671,data-bin/wmt19-subword-nmt/gu-en/en-gu/train.en-gu.en
11671,data-bin/wmt19-subword-nmt/gu-en/en-gu/train.en-gu.gu
11671,data-bin/wmt19-subword-nmt/gu-en/gu-en/train.gu-en.en
11671,data-bin/wmt19-subword-nmt/gu-en/gu-en/train.gu-en.gu
124511,data-bin/wmt19-sentencepiece/kk-en/train.kk-en.en
124511,data-bin/wmt19-sentencepiece/kk-en/train.kk-en.kk
124770,data-bin/wmt19-morsel/kk-en/en-kk/train.en-kk.en
124770,data-bin/wmt19-morsel/kk-en/en-kk/train.en-kk.kk
124770,data-bin/wmt19-morsel/kk-en/kk-en/train.kk-en.en
124770,data-bin/wmt19-morsel/kk-en/kk-en/train.kk-en.kk
124770,data-bin/wmt19-subword-nmt/kk-en/train.kk-en.en
124770,data-bin/wmt19-subword-nmt/kk-en/train.kk-en.kk
124771,data-bin/wmt19-lmvr-tuned/kk-en/en-kk/train.en-kk.en
124771,data-bin/wmt19-lmvr-tuned/kk-en/en-kk/train.en-kk.kk
124771,data-bin/wmt19-lmvr-tuned/kk-en/kk-en/train.kk-en.en
124771,data-bin/wmt19-lmvr-tuned/kk-en/kk-en/train.kk-en.kk
1998,data-bin/wmt19-bpe10000-sentencepiece/gu-en/en-gu/valid.en-gu.en
1998,data-bin/wmt19-bpe10000-sentencepiece/gu-en/en-gu/valid.en-gu.gu
